code (Eng);subcode (Eng);code (fr);sous-code (fr);code #;subcode #;subsubcode #;short;court;ref#;jpg;video;date;comment;English;français;core;Toro Tegu (Toupere, JH);Ben Tey (Beni, JH);Bankan-Tey (Walo, JH);Nanga (Anda, JH);Donno So;Jamsay (alphabet);Jamsay (Douentza area, JH);Perge Tegu (Pergué, JH);Gourou (Kiri, JH);Jamsay (Mondoro, JH);Togo-Kan (Koporo-pen, JH with BT);Yorno So (Yendouma, JH);Tomo Kan (Segue);Tomo Kan (Diangassagou);Tommo-So (JH);Tommo-So (Tongo Tongo, LM);Dogul Dom (Kundialang, JH);Dogul Dom (Bendiely & Kundialang, BC);Tebul Ure (JH);Yanda Dom (Yanda, JH);Najamba (Kubewel-Adia, JH);Tiranige;Mombo (Songho, KP);Ampari (Nando, KP);Bunoge (Boudou);Penange (Pinia);@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
weather;wind;météorologie;vent;60;6;6,4;wind (air), breeze;vent, brise;08554;;;2010,06;;(wind) blow lightly;(vent) souffler légèrement;2;;o?:so?-[p??:-p??:] ka?y?;;u?su?r?o?-[p??:-p??:] ka?r?i?;;;;;;;;;;;;p????-p???? ka?na?;;;;p??:-p??: ka?n;;;pe?:-pe?: ka?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
law;accuse;loi;accuser;97;8;3;accusation;accusation, plainte;08555;;;2010,06;;accusation;accusation, plainte;1;;;;;;;;;;;;;;;;pi?ye?;;;;;;;pe?bu? // pe?be??ge?;;?i????;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
part (object);side;partie (object);côté;14;2;7,3;rim;bord;08556;;;2010,06;;outer rim (of a container);bord extérieur de la bouche (d'un récipient);2;;;;n??:-ke?ri? da?r?a?;;;;;;;;;;;;k??nn?? je??ge?;;;;;;;pe?li?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hit;bump;frapper;heurter;136;2;2,2;knock;cogner;08557;;;2010,06;;(two objects) be knocked together;(deux objets) ê. claqués ensemble;2;;tu?: po?go?;;[a?: tu?:] t??mbi?, [a?: tu?:] du?mo?;;t?npogo;t??:-n po?go?;;;;[sa?? tu?? be?] t??mi?:;;;;;t??mmi?-y??;;;;;;;p??ly??:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
break;break;casser;casser;138;1;1,7;break, snap;casser;08558;;;2010,06;;(stick) break, snap;(bâton) se casser;2;tu?gu?\\tu?g??;ku??go?;;ku?m??;p??:l-??:-\\p??:l-i?-y?;p?r?;p??:re?;;;;p??:gi?;;;;;mu??j??;;;;po?li?-yo?\\po?li?-yo?-li?;;pa?ro?;pe?nde?;;m??l??;gi?l??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
break;break;casser;casser;138;1;1,5;break;casser;08559;;;2010,06;;(sb) break (a stick);(qn) casser (un bâton);x;tu?gu?-ru?\\tu?gu?-r??;ku??go?;;ku?m??-?i?;p??:l??\\p??:l-i?;p?r?;p??:r??;;;;p??:gi?;;;;;mu??ji?-l??;;;;po?l-lo?\\po?l-lo?-li?;;pa?ra?-go?;pe?nde?ge?;;me?la?-ge?;gi?la?-ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
magic;water divination;magie;divination par l'eau;88;8;3;divination, basin;divination, cuvette;08560;;;2010,06;;basin used by a diviner to conjure the image of the guilty one in water;cuvette avec lequel un devin évoque l'image du coupable dans l’eau;2;;;;;;;;;;;;;;;;;;;;;;;pe?re?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
quantity;each/all;quantité;chaque/tout;111;7;12,7;completely, entirely, totally;complètement, entièrement, tout à fait;08561;;;2010,06;;totally, completely (intensifier);complètement, tout à fait (intensif);1;;so?y;;;;soy;so?y;;;;so?-so?y;;;;;;;;;;;;pe?y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hit;hit;frapper;frapper;136;1;4,5;tap;taper;08562;;;2010,06;;hitting lightly, tapping (e.g. sb, to wake him up) (adverb);en tapant doucement (par ex. qn, pour le réveiller) (adverbe);2;;p??y-p??y;;p??-p??y;p??y-p??y;p?yp?y;p??y-p??y;;;;p??:-p??:;;;;;p??y-p??y;;;;;;;p??y-p??y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
quantity;exact;quantité;précisément;111;9;4;approximately, roughly, around, about;environ, à peu près, approximativement;08563;;;2010,06;;approximately, roughly, around (a certain quantity);environ, à peu près, approximativement (une quantité);1;;ga?y??;;may?;b??ru? w??;jin;ji?n;;;;gi?:?;;;;;;;;;y???;;b??l??-wo? (Boui);pi?na?:;;;X di?gi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motion;stagger/limp;mouvement;chanceler/boiter;146;32;9,3;flop;se débattre;08564;;;2010,06;;(wounded bird) flopping around (adverb);(oiseau blessé) en se débattant (adverbe);2;;pi?ri?gi?-[ta?y-ta?y];;pi?ri?-pi?ri?;;pirulaylay;pi?ru?? la?y-la?y;;;;pi?ri?gi?-[la?y-la?y-la?y], pa?gu?-pa?gu? (flapping wings);;;;;pi?ri?-pi?ri?;;;pi?ru?-pi?ru?;bi?ru?-bi?ru?;;;pi?ri?pi?ri?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
livestock;take to pasture;bétail;faire pâturer;2;3;5;move out (animals);faire sortir (animaux);08565;;;2010,06;;(herder) move (livestock) out of their pen to go to pasture;(berger) faire sortir (les animaux) de leur clôture pour aller au pâturage;2;??:ra? ka?r?u?;??:ru?;;??:ri?;;?r?,?r?;??:r?? ~ ??:r??;;;;pi?ni?-r?i?\\pi?n??-r???;go?:-no?-\\go?:-nu?;;;;gi?ru? go?o?-ndo?;;;;??r??\\??ra?-li?;;;pi?y??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
marriage;marriage payment;mariage;dot/don;91;5;4;gift;don;08566;;;2010,06;;portion of brideprice (e.g. 40,000 FCFA, a sheep, or clothing) presented by a man to his bride, often in the mosque on the marriage day before the assembled villagers;partie du dot (de 40,000 FCFA, un mouton, ou des vêtement) offert par un homme à la mariée, souvent dans la mosquée le jour du mariage devant les villageois;TD;;ya?:-ji?: k??r??y;;ya?:-ji?: k??:r??;;;;;;;;;;;;;;;;;;;pu?de?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
liquid;froth;liquide;écume;47;5;3,2;froth, foam;mousse, écumer;08567;;;2010,06;;(sb) cause to foam (liquid, e.g. tea);(qn) faire écumer (liquide, par ex. thé);2;;pu?t??w;;pu?t??-mi?;X yu?b??l?? go?:-ndo?;;;;;;;;;;;yu?gu?d?? go?o?-ndo?;;;;bu????-m??\\bu????-ma?-li?;;;pu?l?? ka?na?mi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ethnicity;fulbe;ethnie;peul;81;11;4;fulbe;peul;08568;;;2010,06;;caste-like Fulfulde-speaking group, numerous in the zone of Ambali;sorte de caste de locuteurs du fulfuldé (peul), nombreux dans la zone d’Ambali;2;;;;;;;;;;;;;;;;;;;;;;;pu?nd?? k??mbe?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
roll/fold;fold;rouler/plier;plier;133;5;2,3;unfold;déplier;08569;;;2010,06;;(folded paper or garment) unfold itself, become unfolded, open up;(feuille de papier ou vêtement plié) se déplier, s'ouvrir;2;;mu?lu?-ro? go?, m??li?-ri? go?;;;;munuro,minir?e;mu?nu?-r?o?, mi?ni?-r?e? go?:;;;;mi?ni?ri?;;;;;t??mmi?-li?-y??;;;;m??ni?-li?-y??\\m??ni?-li?-ya?-li?;;;pu?ndu?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;08570;;;;;[deleted, see 06880];[supprimé, voir 06880];del;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
marriage;marriage payment;mariage;dot/don;91;5;6;gift;don;08571;;;2010,06;;gift of (e.g. 200) cola nuts distributed to the members of the future bride's family after the betrothal;don de (par ex. 200) noix de cola distribué à la famille de la future mariée après les fiançailles;TD;;;;;;;;;;;;;;;;????n k??mm?? wo?lo?;;;;;;;pu?r?? k??g?? // pu?r?? wo?lo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
clean/dirty;dirty;propre/sale;sale;157;3;9;dirty;sale;08572;;;2010,06;;be or become covered with dirt or dust (e.g. after farming);ê. ou devenir recouvert de terre ou de poussière (par ex., après avoir cultivé);2;"pi?l da? po?re?-po?re? (""becomes white..."")";pu?ru?gu?-[tu?y-tu?y] bu?;;k???g?? yo?ri?? bu?;;purugutuytuy;pu?ru?gu?-[tu?y-tu?y] be?:;;;;pu?ru?gu?-[tu?y-tu?y] w??;;;;;u?gu?nn?? u?lo?;;;;pu?du?m ka?n;;n??m??;pu?ru?dye?:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
light/darkness;shine;lumière/obscurité;briller;174;4;5,5;sun, light;soleil, lumière;08573;;;2010,06;;in full sunlight (intensifier);au plein soleil (intensif);;;;;;;;;;;;;;;;;xxx;;;;;;;pyo?:?-pyo?:?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wash/bathe;bathe;laver;baigner;158;1;8;bathe;laver;08574;;;2010,06;;bathe (oneself) with water but without soap;se laver avec de l'eau mais sans savon;2;;ya?:su?;;;;;;;;;[sa?? gi?ye?] ?a?:?i?;;;;;di?i? i?se?-go? n?di?-y??;;;;;;;sa?:ye?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
weapon;spear part;arme;partie de lance;95;2;6;spear, poison;lance, poison;08575;;;2010,06;;poisoned spear;lance empoisonée;1;sa?ru? n??m;sa?mba?: n??:-w?-y??y;;sa?mba? n??:-mi?-y??;;;sa?ru? n??:-w??;;;;sa?ru? n??:-mu?;;;;;wa?ra? n????-mi?-y??m;;;wa?ra? ?a?-m-su?-?go?;;;;sa?bi? nya?mi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
commerce;expense;commerce;dépense;113;13;2;expense, incur;dépense, encourir;08576;;;2010,06;;incur expenses, spend (money) on expenses;encourir des dépenses, avoir des dépenses;1;;sa?dd?? ya? so?;;sa?da? b??r??;;saddab?r?;sa?dda? b??r??;;;;;;;;;k????l?? n?y??;;;;;;;sa?dda? ka?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
food;sauce type;aliment;sorte de sauce;26;15;15;sauce,amaranth;sauce, amaranthe;08577;;;2010,06;;sauce made from leaves of an amaranth (Amaranthus dubius), mainly in southern Mali but increasingly farther north;sauce à base de feuilles d'un amaranthe (Amaranthus dubius), connue au Sud du Mali et de plus en plus dans le Nord;3;;;;;;;;;;;;;;;;;;;;;;;sa?ga?-sa?ga?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
status;chief;rang;chef;85;1;5,5;manager;gérant;08578;;;2010,06;;manager, person in charge (e.g. of a volunteer work force);gérant, dirigeant (par ex. dans un travail collectif);3;;ku?: b???g??;;ku?: ba??a?;;;ku?:? ba??a?;;;;ku??-ba??a?;;;;;n?d?? gi?re? to?o?;;;;ko?-ba?du?;;;sa?gu? du?yi?, su?gu? du?yi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
status;chief;rang;chef;85;1;7,4;leader;chef;08579;;;2010,06;;older person who who represents the young men of a village in traditional meetings;un vieux qui représente les jeunes hommes de village dans les réunions traditionelles;1;??r??:-m ???u?-r?u?;a?su?w???-yi?: a?mi?:ru?-m;;sa?ta?ra?-t??g?? a?mi?ri?;;;u?r?u?-m ma? ??g??-n;;;;s??t??r??-u?r?i?: a?mi?r?i?;;;;;sa?ga?ra? u?lu?m a?mi?ru?;;;;sa?ta?ra?-e?:-mu? ko?-ba?du?;;;sa?gu?la??ge? a?mi?li?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hide/reveal;reveal;cacher/dévoiler;révéler;120;2;8;confide;confier;08580;;;2010,06;;share one's problems with (sb), confide in;partager ses problèmes avec, se confier à (qn);3;;;;;;;;;;;;;;;;sa?ga?ra?;;;;;;;sa?gu?re? // sa?gu? du?:r??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
time;moment/era;temps;moment/ère;71;15;3,5;free (time);(temps) libre;08581;;;2010,06;;"free (time) (""empty"")";(temps) libre (« vide »);2;;;;;;;;;;;;;;;;i?se?;;;;;;;sa?la?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
house;beam;maison;bois de toiture;54;17;1,1;lay (beam);poser (bois);08582;;;2010,06;;lay the main beam of a roof;poser le bois principale d'un toit;2;[i?lo? be?re?] ku?w?? pa?gu?\\pa?ga?;ya?ra?-be?re? na?y?i?;;wa?ri?y?? na??i?;la?lu? ya?:-nda?;;;;;;na?:-n?;;;;;na?lu? da?ga?;;;;la?l na?:-nd??;;;sa?la?ma?:? to??ge? na?u?re?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
house;beam;maison;bois de toiture;54;17;1,2;lay (beam);poser (bois);08583;;;2010,06;;act of laying the main beam of a roof (on the first day of roof building);fait de poser le bois principal d'un toit (le premier jour de la construction du toit);2;;;;;;;;;;;;;;;;na?lu? da?ga?;;;;;;;sa?la?ma?:? to??ge? na?u?ru?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
law;judgement;loi;jugement;97;3;2,5;proceeding;procès;08584;;;2010,06;;(one party) be involved in a legal proceeding with (another party);(partie) ê. impliqué dans un procès juridique avec (une autre partie);3;;;;;;;;;;;;;;;;b???=??;;;;;;;sa?li?ya? ka?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
religion;prayer (part);religion;prière (partie);87;3;8,3;prayer;prier;08585;;;2010,06;;enter (begin) a Muslim prayer by raising one's hands to the side of one's head;entrer dans (commencer) une prière musulmane en haussant les mains à côté de la tête;3;;sa?l tu?mdu?;;sa?ndi? t??r??;;;sa?l tu?mno?;;;;sa?? t??r??;;;;;s??nu? t??l??;;;;;;;sa?ndi? nw??:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
body function;faint/come to;fonctionnement corporel;s'évanouir/reprendre;11;8;1,3;faint;évanouir;08586;;;2010,06;;faint because of hunger;s'évanouir à cause de la faim;3;;;;wi?re?;;;;;;;;;;;;gi?ye? (X=??) ja?ra?;;;;ja?: yi?bi?li?ye?\\yi?bi?li?ye?-li?;;;sa?nja? si?ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kinship;kin;parenté;parent;78;22;4;parents;parents (père, mère);08587;;;2010,06;;parents (father and mother);parents (le père et la mère);1;pa?y-mu?;sa?:ra?-m\\sa?:ra?;;sa?:ra?;;;sa?:ra?:\\sa?:ra?: be?;;;;;;;;;ba?a?=le na?a?=le;;ba?a?w??;;;;;sa?ra?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ritual;animism;rite;animisme;89;4;2,2;sacrifice;sacrifice;08588;;;2010,06;;(a) sacrifice (e.g. a slaughtered animal);sacrifice (par ex., un animal égorgé);2;sa?da?ka?;sa?di?ga?;;sa?ri?ga?;;;sa?da?ka?;;;;sa?ru?ga?;;;;;sa?la?mb??;sa?la?mb??, sa?rga?;sa?ra?ga?;;sa?la?mb??;;sa?la?mp??;sa?ra?ga?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
talk;question;parole;interroger;102;6;3;ask, inquire;demander, interroger;08589;;;2010,06;;ask (a question) (verb only);poser (une question) (verbe seulement);1;u?su?\\u?so?;u?su?ru?;;u?si?;;ujuro;u?ju?ro?;;;;u??u?r?i?;;;;;se?lu?me?;tu?b??;;??di?r (??di?r-ti?-);sa?du?\\sa?da?-li?;;u?ja?ro?;sa?re?;;?e?ja?re?;sa?re?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
weight;weigh;poids;peser;165;3;6;dry measure;mesure;08590;;;2010,06;split;mid-sized wooden container used as a dry measure for grain, each measure equalling approximately 1 1/3 kg, equivalent to four measures from a smaller plastic container (now sometimes in metal);récipient en bois de taille moyenne qui sert à mesurer les céréales, une mesure égale à environ 1,3 kg, équivalent à quatre mesures d'un petit récipient en plastique (maintenant parfois en métal);;mu?di?;mu?tu?;;sa?:wa?li?;sa?:wa?l;sawal;sa?:wa?l;;;;mu?tu?;;;;;tu?mu?lu? tu?mu? (rare now);;;;sa?:l;;;sa?wa?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motion;fall off;mouvement;se détacher et tomber;146;11;7,2;defoliate;défolier;08591;;;2010,06;;defoliate, remove all leaves from (tree, e.g. by shaking);défolier, enlever toutes les feuilles de (arbre, par ex. en secouant);1;;;;ti?y??-mi?;;bogowo;bo?go?-wo?;;;;ku?r?? yi?ge?;;;;;t??r??;;;;;;;sa?ya?ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
together/separate;separate;ensemble/à part;séparer;80;9;6,5;break up (crowd);se défaire (foule);08592;;get;2010,06;;(crowd) break up;(foule) se défaire, se disperser;1;;sa?ya?;;sa?ya?;sa??g-??:-m??\\sa??g-i?:-m-i?;;sa?y?a?;;;sa?y?a?;sa?:?;;;;;gi?nn??;ka?b-ye?;;;;;;sa?ye?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wash/bathe;bathe;laver;baigner;158;1;9;bathe;laver;08593;;;2010,06;;bathe (sb) with water but without soap;laver (qn) avec de l'eau mais sans savon;2;;ya?:su?;;ya?:si?;;yaja;ya?:ja?;;;;?a?:?i?;;;;;di?i? i?se?-go? n?di?-r??;;;;;;;sa?ye?re?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
weaving/cotton;weave/loom;tissage/coton;tisser/métier;17;8;2,5;loom;métier à tisser;08594;;;2010,06;;loom (weaver's complete apparatus);métier à tisser (entier);2;y??ru?-ti? li?sa?;su?rg??-ni?:nj??, je?se?-ni?:nj??;;su?ra?ga?-g??r?i?;k??l??y;surg?ni?e,surg?jen;su?rg??-ni?:?e?, su?rg??-je?:n;;;;;;tu?-c??:?;xxx;;ge?de? ti?i?n;;;;s???-ti?y go?n;;;s??:g??li?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
point;awl;pointe;alêne;144;3;2,3;awl, screw;alêne, vis;08595;;;2010,06;;screw-bladed awl used to make holes in wooden handles (e.g. for ax and daba blades);alêne en forme de vis qui sert à trouer les manches en bois (pour les lames de hache, de daba, etc.);2;;;;;;;;;;;;;;;;so?bu?;;;;;;;s??by??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
color;spot/stain;couleur;tache;160;9;8,2;dotted, spotted;tacheté;08596;;;2010,06;;spotted, with small spots (adjective);tacheté, avec de petites taches (adjectif);2;;;;;s??g??l??;;;;;;;;;;;s??g??l??;;;;;;;s??g??l??;;to?gu?l-to?gu?l ka?ni?;t??gu?l-t??gu?l ka?n;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
agriculture;clear field;agriculture;défricher champ;37;11;12;clear;défricher;08597;;;2010,06;;cut and remove old stems of cereal crop plants before farming season;couper et enlever les tiges de céréales avant la saison de culture;2;;sa?;;sa?:;;;;;;;;;;;;na?m ba?nu? bi?r?? bi?r??;;;;sa?:\\sa?:-li?;;;s??l??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
spices;spice;épices;épice;33;1;2;buy spices;acheter épices;08598;;;2010,06;;buy spices;acheter des épices ;2;s??m??y? ??w\\??wa?;s??m??y? s??mi?;;s??m?? s??m??;;;;;;;;;;;;s??m?? ??b??;;;;s??ma?y ??b??;;;s??m?? s??m??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ethnicity;southern dogon;ethnie;dogon du Sud;81;9;10;seiba;seiba;08599;;;2010,06;;Seiba (Mombo and Donno-So speaking clan);Se?ba (fraction dogon, locuteurs des parlers mombo et donno-so);3;;;;se?:ba?;;;;;;;;;;;;so?yba?;;;;se?:ba?;;;se?ba?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kinship;kinship;parenté;parenté;78;24;1,5;grandkin;grand-parent;08600;;;2010,06;;kinship relation between grandkin (grandparents and their grandchildren);parenté entre des grand-parents et leurs petits-enfants;2;;;;;;;;;;;;;;;;xxx;;;;;;;s??dy??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
house;beam;maison;bois de toiture;54;17;3,1;lay (cross-beam);poser (traverse);08601;;;2010,06;;lay thin crosspieces or poles in building a roof (the day after laying a layer of mid-sized crossbeams);poser les traverses minces dans la construction d'un toit (un jour après qu'on a posé la couche de traverses de taille moyenne);2;s??wka? t??msu?\\t??msa?;s??w t??:li?, se?w na?y?i?;;s??wr?? t??:;se??gu? ya?:-nda?;;;;;;;;;;;se?y? se?e?-re?;;;;po?ju? po?:-do?\\po?:-do?-li?;;;s??g??r?? s??ga?re?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cut;saw;couper;scier;137;6;1,3;saw;scier;08602;;;2010,06;;saw (small gourd) in half to make ladles;scier (petite gourde) en deux pour faire des louches;1;;s??w???;;s??m??;;c??;c??:?;;;;k??j??;;;;;s??m??;;;;;;;s??m??;;s??l??;s??m??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
emotion/temperament;calm;émotion/nature;calme;117;4;4;calm;tranquillement;08603;;;2010,06;;calmly (adverb);tranquillement (adverbe);2;;s???;;ti??e?y??;;tig?,tomi;ti?g???, to?m-i??;;;;s??:w?;;;;;??mm??nu?;;;;;;;s??mm??w?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ethnicity;southern dogon;ethnie;dogon du Sud;81;9;12;dogon, séna;dogon, séna;08604;;;2010,06;;Dogon (person) of the Sena region near Bankass;dogon (personne) de la zone de Séna vers Bankass;3;;;;;;;;;;;;;;;;te??i?-n??;;;;;;;se?na? n?da?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
marriage;marriage payment;mariage;dot/don;91;5;5;marriage gift;don de mariage;08605;;;2010,06;;gift of kola nuts from the groom to the bride's family;don de noix de cola offert par le mari aux parents de la mariée;TD;;;;;;;;;;;;;;;;????n k??mm?? wo?lo?;;;;;;;se?re? wo?lo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
beverage;porridge;boisson;bouillie;22;4;6;porridge;bouillie;08606;;;2010,06;;porridge made with whole grains;bouillie à base de grains entiers;2;;bo?yri?;;bo?yri?;;saru;sa?ru?;;;;;;;;;s??ru?;;;;;;;se?ri?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
take/get;get;prendre/obtenir;obtenir;100;2;3,5;get, obtain;obtenir;08607;;;2010,06;;cause (sb) to obtain (sth);faire obtenir (qc, à qn);3;;b??r??-wu?;;b??r??-mi?;;b?r?w?;b??r??-w??;;;;b??-m?;;;;;xxx;;;;b??l??-m??\\b??l??-ma?-li?;;;si?:re?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
write/draw;amulet;écrire/tracer;amulette;135;10;14;amulet, talisman;amulette, talisman, gri gri;08608;;;2010,06;;sleeveless shirt with many amulets attached that protect a warrior in battle and give him the power to levitate himself;chemise sans manches à plusieurs amulettes qui protègent un guerrier pendant la bataille et qui lui donnent la capacité d'auto-lévitation;2;;da?na?-su??g??y;;;;;;;;;;;;;;;;;;sa?bu?s??m;;;si?gi? so?y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
body function;frown;fonctionnement corporel;froncer;11;6;10;frown;froncer;08609;;;2010,06;;"frown (""make lines"")";se froncer les sourcils (« faire des traces »);TD;;;;;;;;;;;;;;;;gi?re? su?m??;;;;;;;si?je? ka?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
part (plant);thorn;partie (plante);épine;15;8;3;splinter;écharde;08610;get;;2010,06;;splinter (e.g. in one's foot);écharde (par ex. dans le pied de qn);2;p??gu?ru? wa?su?;;;du?ro?;ge?:;dudo, dido;du?-do?: ~ di?-do?:;;;;;;;;;gi?ye?;;ji?yi?g;do?:;na?:-ku?zu?l, ku?zu?l;;yo?: (Boui), jo?: (Ningo);si?mbi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
commerce;sell;commerce;vendre;113;4;3;sell;vendre;08611;;;2010,06;;make a sale;effectuer une vente;1;d??ru? d??ru?\\d??r??;ti?yi?: ti?y??;;tu?ri? tu?r??;do?nu? d??n??;d?n d?r??;d??n d??r???;;;;d??? d??r???;;;;;do?nu? d??n??;;;;d??n do?r???;;e?wa? tu?l??;so?:la? so?:le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
commerce;buy;commerce;acheter;113;5;2,3;buy, purchase;acheter;08612;;;2010,06;;make a purchase;faire un achat;1;??wa? ??w\\??wa?;e?wi?: ??w??;;e?w ??w??;e?bu? ??b??;?w?w?;??w ??w??, d??n ??w??;;;;e?w ??w??;;;;;k????l?? sa?ra?;;;e?bu?-go? ??b?? (??b??-ti?-);e?bu? ??b??;;e?wa? d??n??;so?:-sw??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
commerce;sell;commerce;vendre;113;4;4;seller;vendeur;08613;;;2010,06;;seller;vendeur;1;d??ru?-d??-nu?\\-d??ru?-m;ti?y-ti?yi?-m\\-ti?yi?;;tu?ri?-tu?ri?;do?nu?-[d??nu?-n??];d?nd?r??n;d??n-d??r???-n;;;;d???-d??r???;;;;;do?nu? d??ni?-n??;;;d??n-d??ne?\\d??n-d??n-bo?;d??n-d??n;;e?wa?-tu?li?;so?la?mbo?;;[so?:-la?]-[so?:-lo?-bo?];[so?gu?-la?]-[so?gu?-l];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
body position;squat;position du corps;accroupir;12;3;2;squat;s'accroupir;08614;;;2010,06;;be squatting (stative);ê. accroupi (statif);1;to?ri?y d-??:;ti?-t??r???-w?;;ti?-ti?mo?;t??:d??;tit?r??;ti?-t??r???;;;;;;ye? t??l??;t??l??;xxx;to???o?;t??-t??na?;;t??na? (ye? t??na?);to?zo?;;so?mba?;so?mba?;;so?mba? so?mba?, bo? so?mba?;so?mba?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
liquid;drop;liquide;goutte;47;1;9,3;drip;goutter;08615;;;2010,06;;drip rapidly from a number of different sources (water or grains through a colander or sieve, rain shower, sweat in hot weather);goutter rapidement de plusieurs sources différentes (eau ou grains à travers un tamis, petite pluie, sueur pendant la chaleur);3;;;;;;;;;;;;;;;;pi??ji?-ye?;;;;;;;so?mbe?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motion;arrive;mouvement;arriver;146;5;2;arrive;arriver;08616;;;2010,06;;arrive here (where the speaker is);arriver ici (ou? le locuteur se trouve);2;;;;;;;;;;;;;;;;;;;;;;;so??ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
